,Family Size,Living with parents?,Mother Edu,Father Edu,Parent Income,Commute time,Avg study time,Educational support,Extra-curricular,Higher studies,Internet at home?,Tuition count,Health,Avg leaves,Performance,Self Awareness,Self Regulation,Motivation,Empathy,Social Skills,Extroverted,Intuitive,Thinking,Perceiving,IX,X,XI,XII,Female,Male,Other means of travel,Travel by Bus,Travel by auto-rikshaw,Travel by car,Travel by walk
475,0.5,0,0.2,0.2,0.4,0.8,0.4,1,0.2,1,1,0.2,0.2,0.2,38.875,0.6,0.6,0.7333333333333333,0.3333333333333333,0.4666666666666667,-0.1875,0.5625,-0.0625,0.9375,0,0,1,0,0,1,0,0,1,0,0
476,0.6,-1,0.2,0.6,0.2,0.4,0.6,-1,0.2,1,-1,0.8,0.4,0.4,35.125,0.26666666666666666,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.125,0.0625,0.5,-0.0625,0,0,1,0,0,1,0,0,1,0,0
478,0.6,1,0.2,0.4,0.2,0.6,0.6,-1,0.2,1,-1,0.8,0.2,0.4,36.75,0.4666666666666667,0.4,0.4,0.4666666666666667,0.3333333333333333,0.125,-0.1875,0.1875,0.3125,0,0,1,0,0,1,0,0,1,0,0
480,0.4,1,0.6,0.8,0.4,0.6,0.4,1,0.2,1,1,0.4,0.8,0.8,46.125,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.5333333333333333,-0.125,0.0,-0.3125,0.3125,0,0,1,0,0,1,1,0,0,0,0
482,0.6,1,0.6,0.6,0.2,0.6,0.6,1,0.2,1,1,0.4,0.2,0.6,37.25,0.3333333333333333,0.4,0.6,0.3333333333333333,0.3333333333333333,0.25,0.1875,-0.125,0.25,0,0,1,0,0,1,0,0,1,0,0
483,0.4,1,0.8,0.8,0.8,0.8,0.6,1,0.2,1,1,0.8,0.2,0.8,17.375,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.8125,-0.4375,-0.0625,0.75,0,0,1,0,0,1,0,0,1,0,0
484,0.5,1,0.6,0.8,0.8,0.8,0.4,1,0.2,1,1,0.6,0.6,0.4,30.625,0.3333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,0.6666666666666666,-0.25,-0.125,-0.25,1.0,0,0,1,0,0,1,0,0,1,0,0
487,0.4,1,0.6,0.0,0.4,0.6,0.6,-1,0.2,1,1,0.2,0.6,0.4,20.8,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.6,0.5625,-0.625,0.0,0.5625,0,0,1,0,1,0,1,0,0,0,0
488,1.0,-1,0.6,0.6,0.8,0.4,0.6,1,0.2,1,1,0.8,0.2,0.4,61.0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.6,0.75,-0.875,0.25,0.5625,0,0,1,0,1,0,0,0,1,0,0
489,0.6,1,0.6,0.4,0.2,0.4,0.2,-1,0.2,1,1,0.2,0.4,0.2,78.0,0.3333333333333333,0.4,0.6,0.5333333333333333,0.6,0.6875,0.1875,-0.0625,0.25,0,0,1,0,0,1,1,0,0,0,0
490,0.5,1,0.0,0.6,0.8,0.8,0.4,1,0.2,1,1,0.8,0.8,0.4,51.6,0.5333333333333333,0.8,0.6666666666666666,0.5333333333333333,0.4666666666666667,-0.3125,0.0,-0.375,0.1875,0,0,1,0,1,0,0,0,1,0,0
492,0.4,1,0.2,0.6,0.6,0.6,0.4,-1,0.2,1,1,0.2,0.8,0.4,38.2,0.5333333333333333,0.8666666666666667,0.6666666666666666,0.5333333333333333,0.5333333333333333,-0.125,0.125,-0.25,-0.25,0,0,1,0,1,0,1,0,0,0,0
493,0.6,1,0.2,0.2,0.2,0.6,0.6,-1,0.2,1,1,0.2,0.2,0.6,25.0,0.2,0.7333333333333333,0.8,0.5333333333333333,0.4666666666666667,0.6875,-0.3125,-0.125,-0.125,0,0,1,0,1,0,1,0,0,0,0
498,0.4,1,0.8,0.8,0.4,0.8,0.6,1,0.2,-1,1,0.8,0.6,0.4,47.6,0.2,0.9333333333333333,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.0625,0.0,-0.375,0.375,0,0,1,0,1,0,1,0,0,0,0
499,0.5,1,0.2,0.6,0.4,0.6,0.4,1,0.2,1,1,0.8,0.8,0.6,43.4,0.4666666666666667,0.8666666666666667,0.5333333333333333,0.6666666666666666,0.4,0.0625,0.3125,-0.0625,0.375,0,0,1,0,1,0,0,0,1,0,0
500,0.5,1,0.2,0.8,0.4,0.8,0.6,-1,0.2,1,1,0.2,0.6,0.4,33.6,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.6,0.4,-0.125,0.0,-0.1875,0.3125,0,0,1,0,1,0,0,0,1,0,0
501,0.5,1,0.8,0.8,0.6,0.2,0.6,-1,0.2,0,1,0.8,0.6,0.6,29.2,0.3333333333333333,0.8,0.6,0.5333333333333333,0.4,0.0625,-0.25,-0.1875,0.0625,0,0,1,0,1,0,0,0,0,0,1
502,0.5,1,0.6,0.6,1.0,0.6,0.4,1,0.2,1,1,0.8,0.6,0.6,50.2,0.6666666666666666,0.6666666666666666,0.6,0.4,0.5333333333333333,0.0,0.0,0.25,0.0625,0,0,1,0,1,0,0,0,1,0,0
504,0.7,1,0.4,0.6,1.0,0.6,0.6,-1,0.2,1,1,0.2,0.2,0.2,35.0,0.6666666666666666,0.7333333333333333,0.6,0.26666666666666666,0.5333333333333333,0.0,0.0,-0.125,0.125,0,0,1,0,0,1,1,0,0,0,0
505,1.0,1,0.6,0.2,0.2,0.8,0.8,-1,0.2,1,-1,0.8,0.6,0.4,24.8,0.6,0.5333333333333333,0.8666666666666667,0.3333333333333333,0.5333333333333333,-0.0625,-0.1875,-0.4375,-0.125,0,0,1,0,0,1,0,0,1,0,0
506,0.4,-1,0.6,0.8,0.2,0.6,0.6,-1,0.2,1,-1,0.8,0.2,0.6,32.4,0.8666666666666667,0.7333333333333333,0.4,0.6,0.7333333333333333,-0.25,-0.25,-0.375,0.375,0,0,1,0,0,1,0,0,1,0,0
507,0.5,1,0.2,0.0,1.0,0.4,1.0,-1,0.2,1,1,0.8,0.2,0.6,17.8,0.3333333333333333,0.4666666666666667,0.6,0.4,0.4666666666666667,0.0,-0.875,0.0,-0.25,0,0,1,0,0,1,0,0,1,0,0
508,0.4,1,0.6,0.6,0.6,0.6,0.6,1,0.2,1,1,0.8,0.4,0.8,56.8,0.3333333333333333,0.6666666666666666,0.4666666666666667,0.7333333333333333,0.4666666666666667,0.25,0.375,0.1875,0.625,0,0,1,0,0,1,1,0,0,0,0
509,0.6,-1,0.4,0.6,0.2,0.6,0.4,1,0.2,1,1,0.6,0.2,0.4,77.4,0.3333333333333333,0.4666666666666667,0.7333333333333333,0.4666666666666667,0.5333333333333333,0.375,0.0625,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0
510,0.4,1,0.0,0.0,0.2,0.6,0.6,-1,0.2,1,1,0.2,0.6,0.4,41.4,0.2,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.2,-0.1875,-0.125,0.0625,-0.3125,0,0,1,0,0,1,1,0,0,0,0
511,0.9,-1,0.2,0.6,0.4,0.8,0.4,-1,0.2,1,-1,0.2,0.6,0.8,56.0,0.3333333333333333,0.7333333333333333,0.6666666666666666,0.4,0.6,0.25,-0.3125,0.0,0.125,0,0,1,0,0,1,0,0,1,0,0
512,0.6,-1,0.6,0.6,0.4,0.6,0.4,1,0.2,1,1,0.8,0.2,0.6,30.0,0.4,0.5333333333333333,0.6,0.8666666666666667,0.6,0.375,0.0,-0.5625,0.5,0,0,1,0,1,0,1,0,0,0,0
513,0.4,-1,0.6,0.6,0.2,0.6,0.4,-1,0.2,1,-1,0.2,0.4,0.4,55.8,0.26666666666666666,0.4,0.5333333333333333,0.3333333333333333,0.6,-0.125,-0.25,-0.25,0.375,0,0,1,0,0,1,0,0,0,1,0
514,0.7,1,0.0,0.0,0.4,0.8,0.4,1,0.2,1,1,0.4,0.2,0.4,52.4,0.3333333333333333,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.4666666666666667,-0.1875,0.0625,-0.25,0.125,0,0,1,0,0,1,0,0,1,0,0
515,0.5,1,0.0,0.6,0.2,0.8,0.4,-1,0.2,1,-1,0.8,0.2,0.6,19.4,0.4,0.5333333333333333,0.6666666666666666,0.6,0.4,0.0625,-0.375,0.25,0.0,0,0,1,0,0,1,1,0,0,0,0
518,0.5,1,0.6,0.8,0.6,0.8,0.6,1,0.2,1,-1,0.6,0.2,0.6,21.6,0.3333333333333333,0.7333333333333333,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.1875,-0.375,0.1875,-0.0625,0,0,1,0,0,1,1,0,0,0,0
519,0.3,1,0.0,0.2,0.2,0.6,0.4,1,0.2,1,-1,0.8,0.8,0.6,33.0,0.4666666666666667,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.5333333333333333,-0.125,0.0,0.0,0.3125,0,0,1,0,0,1,0,0,1,0,0
521,0.5,1,0.0,0.2,0.4,0.4,0.6,1,0.2,1,1,0.2,0.2,0.4,50.4,0.26666666666666666,0.6666666666666666,0.9333333333333333,0.5333333333333333,0.6,-0.3125,0.0,-0.0625,0.0,0,0,1,0,0,1,1,0,0,0,0
522,0.4,-1,0.2,0.6,0.2,0.6,0.4,1,0.2,-1,-1,0.8,0.4,0.6,28.6,0.4,0.6,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.3125,0.1875,0.1875,0.125,0,0,1,0,0,1,0,0,1,0,0
523,0.5,1,0.8,0.8,0.8,0.8,0.4,1,0.2,1,1,0.4,0.2,0.8,43.4,0.6,0.6666666666666666,0.4,0.4666666666666667,0.6666666666666666,0.625,-0.25,-0.0625,0.1875,0,0,1,0,0,1,0,0,1,0,0
524,0.5,-1,0.6,0.6,0.4,0.8,0.4,1,0.2,1,-1,0.8,0.4,0.6,54.4,0.5333333333333333,0.4666666666666667,0.6,0.5333333333333333,0.5333333333333333,-0.125,0.0,0.0,0.25,0,0,1,0,0,1,0,0,1,0,0
525,0.3,1,0.2,0.6,0.4,0.8,0.4,-1,0.2,1,1,0.8,0.6,0.4,47.8,0.6,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.5333333333333333,-0.3125,-0.1875,0.125,0.3125,0,0,1,0,0,1,0,0,1,0,0
526,0.6,-1,0.4,0.4,0.8,0.8,0.6,1,0.2,0,1,0.8,0.4,0.6,37.0,0.26666666666666666,0.6,0.6,0.4,0.5333333333333333,0.3125,0.3125,0.1875,0.125,0,0,1,0,0,1,0,0,1,0,0
527,1.0,1,0.2,0.8,0.8,0.6,0.6,1,0.2,1,1,0.8,0.4,0.6,54.8,0.5333333333333333,0.8,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.1875,-0.0625,0.0,0.9375,0,0,1,0,0,1,1,0,0,0,0
528,0.2,1,0.6,0.6,0.2,0.6,0.4,1,0.2,1,1,0.4,0.6,0.4,42.8,0.6666666666666666,0.5333333333333333,0.6,0.5333333333333333,0.7333333333333333,-0.5625,-0.0625,0.0,0.75,0,0,1,0,0,1,0,0,1,0,0
530,0.5,-1,0.6,0.6,0.4,0.8,0.4,1,0.2,1,1,0.8,0.4,0.4,57.2,0.3333333333333333,0.6,0.7333333333333333,0.4666666666666667,0.6,0.375,0.0,-0.3125,0.5625,0,0,1,0,0,1,0,1,0,0,0
531,0.4,1,0.6,0.4,0.2,0.8,0.4,1,0.2,1,1,0.6,0.2,0.4,15.0,0.4,0.4,0.7333333333333333,0.5333333333333333,0.5333333333333333,0.3125,-0.3125,0.0625,0.4375,0,0,1,0,0,1,0,0,1,0,0
532,0.4,1,0.6,0.8,0.8,0.6,0.6,1,0.4,1,1,0.8,0.2,0.8,41.5,0.4666666666666667,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.4666666666666667,-0.375,0.125,0.1875,0.25,0,0,1,0,1,0,1,0,0,0,0
533,0.5,1,0.4,0.4,0.6,0.4,0.4,1,0.2,1,1,0.6,0.6,0.4,28.2,0.5333333333333333,0.5333333333333333,0.4,0.4666666666666667,0.4,-0.0625,0.0625,-0.125,0.0625,0,0,1,0,1,0,1,0,0,0,0
534,0.4,1,0.4,0.8,0.4,0.6,0.6,1,0.2,1,1,0.8,0.4,0.6,36.4,0.4,0.4,0.6666666666666666,0.4666666666666667,0.6666666666666666,0.375,-0.0625,0.1875,0.1875,0,0,1,0,1,0,0,0,1,0,0
535,0.4,1,0.0,0.6,0.4,0.8,0.6,1,0.6,1,1,0.8,0.4,0.4,49.4,0.2,0.7333333333333333,0.7333333333333333,0.4666666666666667,0.5333333333333333,0.125,0.0625,0.0,0.0625,0,0,1,0,1,0,1,0,0,0,0
536,1.0,-1,0.6,0.4,1.0,0.8,0.6,1,0.4,1,1,0.8,0.4,0.2,63.6,0.3333333333333333,0.6,0.7333333333333333,0.4,0.5333333333333333,0.25,0.0625,0.0625,0.125,0,0,1,0,1,0,1,0,0,0,0
537,0.7,1,0.0,0.6,0.4,0.4,0.6,1,0.2,1,1,0.8,0.6,0.2,38.4,0.4666666666666667,0.6666666666666666,0.6,0.5333333333333333,0.5333333333333333,-0.0625,-0.0625,0.0625,0.0625,0,0,1,0,0,1,1,0,0,0,0
538,0.4,1,0.6,0.6,0.4,0.4,0.4,1,0.2,1,1,0.6,0.2,0.6,27.2,0.4,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.5333333333333333,-0.1875,0.125,0.0,0.5625,0,0,1,0,0,1,0,0,1,0,0
540,0.5,1,0.2,0.4,0.6,0.8,0.4,-1,0.2,-1,1,0.8,0.2,0.4,33.6,0.4,0.6,0.6666666666666666,0.6,0.5333333333333333,0.0,0.0,0.25,0.4375,0,0,1,0,0,1,0,1,0,0,0
542,0.4,-1,0.0,0.6,0.4,0.6,0.4,1,0.4,1,-1,0.8,0.6,0.6,52.8,0.4,0.5333333333333333,0.6,0.4666666666666667,0.4,-0.25,0.3125,0.0,0.25,0,0,1,0,0,1,1,0,0,0,0
543,0.5,1,0.0,0.6,0.2,0.8,0.6,1,0.2,1,1,0.8,0.4,0.6,36.4,0.3333333333333333,0.5333333333333333,0.6,0.5333333333333333,0.4,0.375,-0.125,0.375,-0.0625,0,0,1,0,0,1,1,0,0,0,0
544,0.4,1,0.2,0.6,0.2,0.6,0.6,-1,0.2,1,1,0.2,0.4,0.4,35.0,0.5333333333333333,0.6,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.0625,-0.25,0.0,0.3125,0,0,1,0,0,1,1,0,0,0,0
545,0.4,1,0.2,0.6,0.6,0.8,0.4,-1,0.2,1,1,0.2,0.8,0.4,48.6,0.4,0.4,0.6666666666666666,0.5333333333333333,0.4,-0.4375,-0.25,0.0,-0.1875,0,0,1,0,0,1,0,1,0,0,0
546,0.4,1,0.2,0.4,0.2,0.8,0.6,-1,0.2,1,-1,0.8,0.6,0.4,37.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.5333333333333333,0.3125,-0.1875,0.1875,0.0625,0,0,1,0,0,1,0,1,0,0,0
547,0.4,1,0.6,0.6,0.6,0.4,0.4,-1,0.2,0,1,0.8,0.6,0.8,33.0,0.4,0.8,0.4,0.7333333333333333,0.6,-0.125,-0.125,-0.0625,-0.125,0,0,1,0,1,0,1,0,0,0,0
548,0.4,1,0.6,0.6,0.2,0.8,0.2,-1,0.2,0,1,0.6,0.6,0.6,56.6,0.3333333333333333,0.8,0.8666666666666667,0.3333333333333333,0.3333333333333333,-0.3125,0.5,-0.375,0.25,0,0,1,0,0,1,0,0,1,0,0
549,0.4,1,0.4,0.6,0.4,0.8,0.4,-1,0.2,1,-1,0.6,0.4,0.4,20.0,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.1875,-0.25,0.125,0.0,0,0,1,0,0,1,0,0,1,0,0
550,0.4,1,0.2,0.2,0.4,0.8,0.4,1,0.2,-1,1,0.8,0.6,0.6,38.8,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.6666666666666666,-0.0625,0.25,0.0625,0.625,0,0,1,0,0,1,0,0,1,0,0
551,0.4,1,0.0,0.0,0.2,0.6,0.4,1,0.4,1,-1,0.2,0.4,0.2,44.6,0.6,0.6666666666666666,0.4666666666666667,0.4666666666666667,0.4666666666666667,-0.125,-0.125,-0.125,0.3125,0,0,1,0,0,1,1,0,0,0,0
552,0.6,1,0.0,0.6,1.0,0.8,0.4,1,0.2,1,-1,0.6,0.4,0.6,43.8,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.0625,-0.1875,0.0625,0.1875,0,0,1,0,0,1,0,0,1,0,0
556,0.4,0,0.6,0.6,0.4,0.8,0.4,1,0.4,1,1,0.8,0.4,0.4,22.4,0.4,0.4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,-0.0625,0.3125,0.1875,0,0,1,0,0,1,0,0,1,0,0
557,1.0,1,0.0,0.6,0.2,0.8,0.6,-1,0.2,0,-1,0.8,0.8,0.6,64.8,0.3333333333333333,0.6,0.4,0.7333333333333333,0.7333333333333333,-0.5,-0.375,0.0625,0.375,0,0,1,0,0,1,0,1,0,0,0
558,0.6,1,0.6,0.6,0.6,0.6,0.6,1,0.2,1,1,0.8,0.6,0.8,44.6,0.4666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.0,0.0625,-0.1875,0.3125,0,0,1,0,0,1,0,0,1,0,0
559,0.4,1,0.0,0.0,1.0,0.4,0.4,-1,0.2,1,1,0.6,0.6,0.4,42.6,0.4666666666666667,0.4,0.7333333333333333,0.3333333333333333,0.4,-0.0625,0.0,0.3125,0.1875,0,0,1,0,0,1,1,0,0,0,0
561,0.4,-1,0.2,0.4,0.2,0.8,0.4,-1,0.2,1,1,0.2,0.2,0.4,43.8,0.3333333333333333,0.6,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.3125,-0.0625,0.3125,0.1875,0,0,1,0,0,1,0,0,1,0,0
563,0.4,1,0.6,0.6,0.2,0.4,0.4,-1,0.2,1,1,0.8,0.8,0.4,50.8,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.6,0.5333333333333333,0.0625,0.375,-0.125,0.4375,0,0,1,0,0,1,1,0,0,0,0
567,0.3,0,0.0,0.0,0.2,0.8,0.4,-1,0.2,0,1,0.4,0.8,0.6,45.8,0.26666666666666666,0.7333333333333333,0.6,0.6666666666666666,0.5333333333333333,0.1875,-0.25,0.4375,0.125,0,0,1,0,0,1,0,0,1,0,0
568,0.5,1,0.2,0.4,0.4,0.6,0.6,1,0.2,1,1,0.4,0.4,0.4,40.4,0.4,0.6666666666666666,0.6666666666666666,0.4,0.3333333333333333,-0.375,-0.1875,-0.0625,0.3125,0,0,1,0,0,1,0,0,1,0,0
569,1.0,1,0.8,0.8,0.8,0.4,0.4,-1,0.2,1,1,0.8,0.6,0.6,24.6,0.4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.1875,-0.5,0.0,0.125,0,0,1,0,0,1,1,0,0,0,0
572,0.3,1,0.2,0.2,0.2,0.2,0.2,-1,0.2,1,-1,0.6,0.8,0.2,63.6,0.5333333333333333,1.0,0.3333333333333333,0.2,0.4666666666666667,0.0,0.0,0.125,0.375,0,0,1,0,0,1,0,0,0,0,1
573,0.9,1,0.6,0.4,0.4,0.6,0.4,-1,0.2,1,1,0.2,0.6,0.6,35.0,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.3333333333333333,-0.125,-0.0625,-0.125,0.0625,0,0,1,0,0,1,0,1,0,0,0
576,0.5,1,0.4,0.4,1.0,0.6,0.4,-1,0.4,1,1,0.2,0.4,0.4,21.75,0.4,0.5333333333333333,0.8666666666666667,0.4,0.6,0.1875,-0.125,0.1875,0.375,0,0,1,0,0,1,1,0,0,0,0
579,0.5,1,0.2,0.6,0.2,0.8,0.4,1,0.2,1,1,0.2,0.8,0.4,37.2,0.5333333333333333,0.6,0.8,0.6666666666666666,0.5333333333333333,0.1875,-0.3125,0.25,-0.3125,0,0,1,0,1,0,0,0,1,0,0
581,0.4,1,0.0,0.0,1.0,0.4,0.4,-1,0.2,1,1,0.2,0.2,0.2,42.0,0.2,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.3333333333333333,-0.3125,-0.125,0.3125,-0.625,0,0,1,0,1,0,1,0,0,0,0
585,0.5,1,0.2,0.4,0.4,0.2,0.4,1,0.2,1,1,0.8,0.6,0.2,54.0,0.2,0.6666666666666666,0.6,0.6,0.4666666666666667,-0.1875,-0.3125,0.125,0.125,0,0,1,0,1,0,1,0,0,0,0
591,0.4,1,0.6,0.8,0.6,0.8,0.4,-1,0.2,1,1,0.2,0.6,0.6,28.25,0.4666666666666667,0.6,0.7333333333333333,0.3333333333333333,0.5333333333333333,0.375,-0.5,-0.3125,0.1875,0,0,1,0,1,0,1,0,0,0,0
592,0.4,1,0.0,0.0,1.0,0.8,0.4,-1,0.2,1,1,0.2,0.2,0.2,21.0,0.2,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.125,0.125,0.3125,-0.5625,0,0,1,0,1,0,0,1,0,0,0
602,0.4,1,0.6,0.8,0.4,0.6,0.4,1,0.2,1,-1,0.2,0.6,0.4,25.6,0.5333333333333333,0.6,0.8,0.26666666666666666,0.6,0.0625,-0.4375,-0.0625,0.0,0,0,1,0,1,0,1,0,0,0,0
604,0.8,1,0.8,0.8,0.6,0.8,0.4,1,0.2,1,1,0.4,0.6,0.6,18.2,0.4,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.5333333333333333,-0.0625,-0.3125,-0.0625,-0.125,0,0,1,0,1,0,0,1,0,0,0
606,0.4,1,0.0,0.6,1.0,0.2,0.4,-1,0.2,1,1,0.2,0.2,0.2,32.8,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.26666666666666666,0.4,0.1875,-0.3125,0.125,-0.3125,0,0,1,0,1,0,1,0,0,0,0
608,0.7,1,0.0,0.2,1.0,0.8,0.2,1,0.2,1,1,0.4,0.2,0.2,35.0,0.3333333333333333,0.7333333333333333,0.8,0.2,0.6,0.125,-0.3125,0.3125,-0.125,0,0,1,0,1,0,0,1,0,0,0
609,0.5,1,0.4,0.6,0.4,0.8,0.2,-1,0.2,1,1,0.4,0.6,0.6,32.0,0.26666666666666666,0.8,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.125,0.0,0.25,-0.0625,0,0,1,0,1,0,0,0,1,0,0
612,0.5,1,0.0,0.0,0.4,0.8,0.4,1,0.2,1,1,0.8,0.6,0.6,24.2,0.4,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.5333333333333333,0.125,0.0625,0.0625,0.25,0,0,1,0,0,1,0,0,0,1,0
617,0.4,1,0.6,0.2,0.4,0.6,0.6,-1,0.2,1,1,0.2,0.4,0.4,59.2,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.6,0.5333333333333333,-0.1875,0.0,0.0,0.125,0,0,1,0,0,1,0,0,1,0,0
618,0.4,1,0.8,0.8,1.0,0.6,0.6,1,0.2,1,1,0.4,0.6,0.4,16.4,0.4,0.5333333333333333,0.7333333333333333,0.4,0.6,0.125,-0.4375,0.3125,-0.3125,0,0,1,0,0,1,1,0,0,0,0
621,0.3,-1,0.0,0.0,0.2,0.4,0.6,1,0.2,1,1,0.4,0.2,0.4,37.6,0.4,0.6666666666666666,0.6666666666666666,0.26666666666666666,0.4,-0.1875,-0.1875,-0.0625,-0.0625,0,0,1,0,0,1,1,0,0,0,0
622,0.4,-1,0.6,0.4,0.4,0.8,0.2,1,0.2,1,1,0.4,0.6,0.4,33.4,0.2,0.4,0.4666666666666667,0.4666666666666667,0.2,-0.3125,-0.125,-0.125,-0.375,0,0,1,0,0,1,1,0,0,0,0
625,0.9,1,0.2,0.6,0.2,0.4,0.4,-1,0.2,1,1,0.2,0.4,0.4,36.0,0.4,0.4,0.4666666666666667,0.6,0.5333333333333333,-0.3125,0.125,-0.0625,0.0,0,0,1,0,0,1,1,0,0,0,0
627,0.6,1,0.2,0.8,0.2,0.6,0.4,-1,0.2,1,1,0.4,0.4,0.6,30.2,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.6,0.5333333333333333,0.25,0.0,0.125,0.0625,0,0,1,0,0,1,0,1,0,0,0
628,0.5,1,0.6,0.4,0.4,0.8,0.4,1,0.2,1,1,0.4,0.6,0.8,29.6,0.4,0.4666666666666667,0.6666666666666666,0.4666666666666667,0.6,0.125,0.0625,0.0625,0.25,0,0,1,0,0,1,0,0,1,0,0
629,0.4,1,0.0,0.6,0.4,0.2,0.2,-1,0.2,1,1,0.4,0.6,0.6,14.6,0.4,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.5333333333333333,0.4375,-0.375,-0.3125,0.1875,0,0,1,0,0,1,1,0,0,0,0
630,0.4,1,0.2,0.8,0.2,0.8,0.4,-1,0.2,1,-1,0.4,0.6,0.4,27.8,0.6,0.6,0.6666666666666666,0.6666666666666666,0.7333333333333333,-0.5,0.1875,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0
631,0.2,1,0.8,0.8,0.4,0.4,0.4,-1,0.2,1,1,0.4,0.2,0.8,34.6,0.2,0.4,0.6666666666666666,0.4,0.4,0.1875,0.25,0.8125,-0.3125,0,0,1,0,0,1,1,0,0,0,0
635,0.4,1,0.6,0.8,0.8,0.8,0.4,-1,0.2,1,1,0.2,0.4,0.2,32.0,0.4666666666666667,0.6,0.5333333333333333,0.4,0.5333333333333333,-0.0625,0.0,0.0,0.4375,0,0,1,0,0,1,0,1,0,0,0
636,0.4,1,0.0,0.4,0.2,0.6,0.4,1,0.2,1,1,0.6,0.2,0.4,33.4,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.4666666666666667,-0.3125,0.0625,-0.125,0.0,0,0,1,0,0,1,1,0,0,0,0
640,0.6,-1,0.2,0.4,0.2,0.4,0.4,-1,0.2,1,1,0.4,0.4,0.4,48.6,0.4,0.5333333333333333,0.8,0.2,0.5333333333333333,-0.3125,-0.1875,0.0625,-0.125,0,0,1,0,0,1,1,0,0,0,0
